# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 ProbabilityDensity_4
# 7 ProbabilityDensity_5
# 8 ProbabilityDensity_6
# 9 ProbabilityDensity_7
# 10 ProbabilityDensity_8
# 11 ProbabilityDensity_9
# 12 ProbabilityDensity_10
# 13 ProbabilityDensity_11
# 14 ProbabilityDensity_12
# 15 ProbabilityDensity_13
# 16 ProbabilityDensity_14
# 17 ProbabilityDensity_15
# 18 ProbabilityDensity_16
# 19 ProbabilityDensity_17
# 20 ProbabilityDensity_18
# 21 ProbabilityDensity_19
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 ProbabilityDensity_4 ProbabilityDensity_5 ProbabilityDensity_6 ProbabilityDensity_7 ProbabilityDensity_8 ProbabilityDensity_9 ProbabilityDensity_10 ProbabilityDensity_11 ProbabilityDensity_12 ProbabilityDensity_13 ProbabilityDensity_14 ProbabilityDensity_15 ProbabilityDensity_16 ProbabilityDensity_17 ProbabilityDensity_18 ProbabilityDensity_19 
1560.65 378.689 25360.4 2.68297e+06 572471 1.58326e+06 752724 322008 37276.7 83183.4 468458 950374 1.434e+06 1.37013e+06 1.11162e+06 580850 126240 4204.12 264509 764912 1.22748e+06 
1560.71 415.125 26653.3 2.76969e+06 571981 1.51141e+06 660827 224835 5423.12 170266 651094 1.11004e+06 1.50633e+06 1.27049e+06 874268 333401 14964 100461 548032 1.09935e+06 1.40235e+06 
1560.76 454.584 27947.2 2.85037e+06 568654 1.43014e+06 568297 142380 2161.61 282717 841255 1.23808e+06 1.51357e+06 1.11217e+06 620400 138998 13330.8 308118 863819 1.35614e+06 1.41093e+06 
1560.82 497.333 29240.5 2.92472e+06 562546 1.34073e+06 477147 77108.6 27617.3 414966 1.02756e+06 1.32507e+06 1.45515e+06 911512 380279 24156.4 121598 590933 1.1498e+06 1.47943e+06 1.2512e+06 
1560.87 543.666 30531.6 2.99249e+06 553742 1.24457e+06 389347 30966.3 80823.1 560479 1.19887e+06 1.36463e+06 1.33621e+06 689196 182502 4531.48 322921 899579 1.34981e+06 1.44247e+06 961808 
1560.93 593.905 31819.3 3.05346e+06 542355 1.14316e+06 306783 5322.65 159762 712083 1.34498e+06 1.3539e+06 1.16716e+06 468094 50600 82797.8 585998 1.18026e+06 1.42459e+06 1.25335e+06 612687 
1560.98 648.405 33102.5 3.10748e+06 528518 1.03803e+06 231219 936.279 261452 862324 1.45722e+06 1.29374e+06 962728 270927 254.6 248309 869954 1.3841e+06 1.35953e+06 953240 288155 
1561.04 707.556 34380.2 3.15442e+06 512388 930775 164263 17937 382060 1.00384e+06 1.52895e+06 1.18862e+06 740698 117932 37446.1 478566 1.13071e+06 1.47563e+06 1.16745e+06 607419 66549.9 
1561.09 771.789 35651.8 3.1942e+06 494141 823005 107327 55826.7 517059 1.1297e+06 1.55596e+06 1.04636e+06 520350 24796.3 157765 742295 1.32781e+06 1.43898e+06 886096 291050 1343.45 
1561.15 841.575 36916.8 3.2268e+06 473972 716317 61610.2 113499 661394 1.2338e+06 1.53672e+06 877444 320786 1058.24 346953 1.00371e+06 1.43074e+06 1.2806e+06 570697 72856 108265 
1561.2 917.438 38174.9 3.25221e+06 452090 612281 28066.1 189278 809682 1.31109e+06 1.47244e+06 694331 159283 49148.1 582614 1.22737e+06 1.42358e+06 1.02809e+06 283113 210.344 361547 
1561.26 999.952 39426.1 3.27048e+06 428719 512411 7392.26 280967 956414 1.35784e+06 1.367e+06 510479 49802.6 164155 836877 1.38299e+06 1.30753e+06 725417 79713.8 88880.7 700171 
1561.31 1089.75 40670.6 3.28169e+06 404091 418151 15.8748 385923 1.09616e+06 1.37184e+06 1.22673e+06 339378 1796.88 334345 1.0797e+06 1.44956e+06 1.10061e+06 425205 345.762 319642 1.0426e+06 
1561.37 1187.53 41908.6 3.28595e+06 378447 330850 6088.74 501134 1.22377e+06 1.35248e+06 1.05997e+06 193559 19405.6 542374 1.28245e+06 1.41811e+06 834910 179626 60550.1 642482 1.30642e+06 
1561.42 1294.07 43141 3.28341e+06 352035 251744 25487.4 623306 1.33456e+06 1.30077e+06 876633 83684.4 101115 767070 1.42123e+06 1.29297e+06 551592 31321 248552 987470 1.4282e+06 
1561.48 1410.23 44368.3 3.27425e+06 325104 181947 57819 748967 1.42451e+06 1.21927e+06 687557 17773.4 239905 985592 1.47973e+06 1.09113e+06 294490 6025.98 527598 1.27992e+06 1.37869e+06 
1561.53 1536.93 45591.8 3.25867e+06 297903 122430 102433 874562 1.49037e+06 1.112e+06 503909 629.306 423865 1.17576e+06 1.45114e+06 839932 103352 108130 843167 1.45659e+06 1.16988e+06 
1561.59 1675.23 46812.5 3.23691e+06 270683 74014.9 158436 996558 1.52977e+06 984195 336505 33500.6 637235 1.31832e+06 1.3389e+06 573335 7703.33 319948 1.13364e+06 1.47929e+06 852008 
1561.64 1826.27 48032.1 3.20921e+06 243687 37362.4 224717 1.11155e+06 1.54136e+06 842070 195178 114003 861761 1.39886e+06 1.15627e+06 327353 22310 604811 1.34236e+06 1.3432e+06 501519 
1561.7 1991.34 49252.1 3.17585e+06 217155 12969.1 299965 1.21633e+06 1.5248e+06 692505 88214 236303 1.07827e+06 1.40928e+06 924804 135176 144923 913441 1.42865e+06 1.0778e+06 202628 
1561.75 2171.85 50474.6 3.13711e+06 191316 1162.23 382708 1.30802e+06 1.48076e+06 542718 21867.8 391558 1.26831e+06 1.3486e+06 671735 22707.8 356654 1.1925e+06 1.37574e+06 740509 27117.1 
1561.81 2369.36 51701.6 3.09331e+06 166393 2098.73 471335 1.38412e+06 1.41094e+06 399911 11.664 568560 1.41572e+06 1.22304e+06 426809 5097.1 624912 1.39379e+06 1.19403e+06 404222 17116.2 
1561.86 2585.6 52935.6 3.04477e+06 142594 15766.8 564136 1.44258e+06 1.31794e+06 270932 23919.4 754559 1.508e+06 1.04534e+06 218775 84715.8 908441 1.48261e+06 918979 141570 175030 
1561.92 2822.51 54179.1 2.99179e+06 120117 41989.2 659332 1.48184e+06 1.20519e+06 161946 92204.2 936183 1.53738e+06 833522 72020.3 250867 1.16368e+06 1.4437e+06 604211 9246.23 463004 
1561.97 3082.22 55434.9 2.93474e+06 99143.4 80429.8 755116 1.5009e+06 1.07684e+06 78145.7 200912 1.10041e+06 1.50144e+06 608986 3732.08 481249 1.35146e+06 1.28385e+06 311032 35796.7 812039 
1562.03 3367.09 56706.2 2.87393e+06 79841 130600 849685 1.49931e+06 937561 23514.7 343762 1.23549e+06 1.40332e+06 394394 21899.1 744968 1.44301e+06 1.0307e+06 96497.9 215504 1.13855e+06 
1562.08 3679.78 57996.2 2.80972e+06 62360.9 191871 941277 1.47721e+06 792397 641.455 512521 1.3318e+06 1.25141e+06 211369 124402 1.0067e+06 1.42435e+06 727931 2332.57 509660 1.36441e+06 
1562.14 4023.2 59308.5 2.74244e+06 46837.6 263482 1.0282e+06 1.43528e+06 646583 10607.2 697488 1.38252e+06 1.05866e+06 78326.9 299286 1.23143e+06 1.29843e+06 427738 46839.1 854941 1.43562e+06 
1562.19 4400.61 60647.1 2.67245e+06 33388.1 344555 1.10887e+06 1.37476e+06 505352 52944 888058 1.38408e+06 841442 8634.8 526174 1.38914e+06 1.08462e+06 181820 221380 1.17707e+06 1.33522e+06 
1562.25 4815.65 62016 2.60007e+06 22111.9 434109 1.18184e+06 1.29736e+06 373747 125666 1.07334e+06 1.33647e+06 618155 9286.47 778664 1.4588e+06 815719 32493.5 492091 1.4068e+06 1.0873e+06 
1562.3 5272.35 63419.6 2.52564e+06 13090.9 531073 1.24581e+06 1.20525e+06 256449 225372 1.24277e+06 1.24315e+06 407679 80219.2 1.02742e+06 1.4312e+06 532928 5433.77 806486 1.49482e+06 751170 
1562.36 5775.22 64862.7 2.44948e+06 6389.12 634303 1.29966e+06 1.101e+06 157612 347412 1.38674e+06 1.11084e+06 227774 214341 1.24357e+06 1.3101e+06 279526 105294 1.10366e+06 1.42229e+06 407193 
1562.41 6329.27 66350.2 2.37192e+06 2053.21 742599 1.34249e+06 987455 80718.5 486117 1.49711e+06 949010 93595.2 398258 1.40208e+06 1.11174e+06 94249.9 314940 1.32608e+06 1.20486e+06 137538 
1562.47 6940.1 67887.7 2.29326e+06 112.718 854719 1.37358e+06 867712 28469.5 635061 1.56769e+06 769202 16423.6 613633 1.48465e+06 862608 5398.4 598426 1.43077e+06 889289 6583.81 
1562.52 7613.96 69480.9 2.2138e+06 580.625 969399 1.39247e+06 745004 2691.07 787373 1.59455e+06 584200 2737.85 839025 1.48178e+06 595952 26530.9 907189 1.39754e+06 543342 45579.3 
1562.58 8357.82 71135.8 2.13382e+06 3453.99 1.08536e+06 1.39888e+06 622625 4281.02 936051 1.57627e+06 407123 53686.7 1.05204e+06 1.39391e+06 347287 154431 1.18839e+06 1.2329e+06 241242 245233 
1562.63 9179.5 72859.2 2.0536e+06 8714.72 1.20135e+06 1.3928e+06 503833 33185.3 1.07429e+06 1.51398e+06 250498 165013 1.23154e+06 1.23128e+06 149694 369628 1.39395e+06 968751 47759.7 557978 
1562.69 10087.7 74658 1.9734e+06 16330.4 1.3161e+06 1.37442e+06 391774 88408.7 1.1958e+06 1.4113e+06 125378 327428 1.35978e+06 1.01275e+06 29428.9 639393 1.48879e+06 656169 4348.81 909346 
1562.74 11092.2 76539.7 1.89346e+06 26255.5 1.42842e+06 1.34415e+06 289394 168057 1.29507e+06 1.2741e+06 40573.8 527408 1.42411e+06 763614 2454.47 922741 1.45679e+06 355542 120309 1.21573e+06 
1562.8 12203.9 78512.4 1.81401e+06 38432 1.53715e+06 1.30262e+06 199368 269412 1.36764e+06 1.11016e+06 2045.25 748330 1.41824e+06 512646 72350.3 1.17667e+06 1.3035e+06 124894 370840 1.40429e+06 
1562.85 13435.1 80584.8 1.73527e+06 52790.7 1.64119e+06 1.25063e+06 124033 389029 1.41029e+06 928769 12494 971871 1.34285e+06 288784 229867 1.36271e+06 1.05516e+06 8703.98 702393 1.43026e+06 
1562.91 14799.4 82766.1 1.65744e+06 69252.7 1.73953e+06 1.18916e+06 65333.2 522866 1.42116e+06 740124 71191.4 1.17953e+06 1.20548e+06 117802 454179 1.45271e+06 754219 29364.7 1.04415e+06 1.28756e+06 
1562.96 16312.3 85066.3 1.5807e+06 87730 1.8312e+06 1.11935e+06 24773 666420 1.39986e+06 554807 174045 1.35418e+06 1.01976e+06 19358.1 715667 1.43313e+06 452005 182904 1.32319e+06 1.01016e+06 
1563.02 17991 87496.1 1.50522e+06 108127 1.91538e+06 1.04246e+06 3385.68 814890 1.34744e+06 383177 313898 1.48144e+06 804062 4757.51 979846 1.30702e+06 200027 439794 1.48001e+06 664004 
1563.07 19855 90067 1.43115e+06 130342 1.99131e+06 959872 1713.01 963338 1.26636e+06 234798 481045 1.5509e+06 579688 75676.9 1.21193e+06 1.09355e+06 41188.3 750667 1.48126e+06 331305 
1563.13 21925.9 92791.5 1.35865e+06 154268 2.05833e+06 873028 19797.8 1.10686e+06 1.16035e+06 117909 663912 1.55692e+06 368736 224002 1.38141e+06 825055 2506.51 1.05584e+06 1.32677e+06 91006.2 
1563.18 24228.3 95683 1.28781e+06 179794 2.1159e+06 783438 57189.7 1.24074e+06 1.03424e+06 38984.1 849874 1.49913e+06 191946 432784 1.46606e+06 542159 90560 1.29677e+06 1.04953e+06 92.2597 
1563.24 26789.7 98756.1 1.21877e+06 206806 2.1636e+06 692633 112963 1.36062e+06 893748 2379.57 1.02613e+06 1.38236e+06 66666.5 678200 1.45485e+06 287589 290407 1.42732e+06 708656 80112.2 
1563.29 29641.2 102026 1.15161e+06 235190 2.2011e+06 602150 185747 1.46262e+06 745195 10111.3 1.18057e+06 1.2163e+06 5173.52 932289 1.34934e+06 99752.1 568165 1.42254e+06 376736 312126 
1563.35 32817.7 105511 1.08641e+06 264828 2.22819e+06 513500 273765 1.5435e+06 595237 61757.3 1.30266e+06 1.01465e+06 13482.2 1.16616e+06 1.16347e+06 6954.74 876786 1.28345e+06 124392 641242 
1563.4 36358.6 109228 1.02324e+06 295607 2.24476e+06 428144 374883 1.6007e+06 450558 154496 1.38408e+06 793972 90784.6 1.35326e+06 921707 23168.7 1.16405e+06 1.03675e+06 5271.85 989649 
1563.46 40308.2 113198 962165 327412 2.25082e+06 347477 486671 1.63247e+06 317580 283277 1.41935e+06 572349 229552 1.47241e+06 655764 145961 1.38142e+06 729740 44683.8 1.27504e+06 
1563.51 44716.7 117443 903216 360132 2.24647e+06 272798 606461 1.63789e+06 202181 441109 1.40615e+06 367893 416293 1.51019e+06 400488 356899 1.49223e+06 421162 234270 1.43007e+06 
1563.57 49640.5 121986 846429 393660 2.23192e+06 205296 731421 1.61692e+06 109438 619452 1.34549e+06 197275 632882 1.46241e+06 189274 624349 1.47786e+06 170014 533835 1.41822e+06 
1563.62 55143.8 126854 791827 427893 2.20747e+06 146034 858619 1.57033e+06 43415.6 808692 1.24159e+06 74372.5 858340 1.3346e+06 49713.4 908254 1.34083e+06 24264.7 879912 1.24239e+06 
1563.68 61298.6 132074 739421 462731 2.17349e+06 95934.7 985100 1.49974e+06 6996.17 998666 1.10162e+06 9162.04 1.07088e+06 1.14129e+06 12.5928 1.16615e+06 1.10436e+06 11729.5 1.19925e+06 944122 
1563.73 68186.8 137677 689211 498084 2.13044e+06 55767.3 1.10795e+06 1.40752e+06 1762.91 1.17921e+06 935154 6925.86 1.25e+06 904432 46649.8 1.35952e+06 808373 134804 1.42432e+06 593807 
1563.79 75900.9 143698 641193 533863 2.07887e+06 26141.9 1.22438e+06 1.2967e+06 27943.7 1.34072e+06 753541 67847.5 1.37848e+06 650804 183563 1.45955e+06 502783 370055 1.50761e+06 274014 
1563.84 84545.6 150172 595351 569991 2.01935e+06 7502.74 1.33177e+06 1.17088e+06 84412.3 1.47463e+06 569112 187020 1.44404e+06 409040 392975 1.4514e+06 239042 672731 1.43162e+06 60060.4 
1563.9 94239.8 157141 551663 606395 1.95254e+06 126.209 1.42774e+06 1.03412e+06 168749 1.57391e+06 394348 354865 1.44046e+06 206383 647729 1.3364e+06 61508.8 985308 1.21249e+06 2299.09 
1563.95 105118 164650 510102 643012 1.87914e+06 4120.5 1.51018e+06 890779 277356 1.63339e+06 241038 557922 1.36818e+06 65629.2 914840 1.13179e+06 11.696 1.24845e+06 896592 114319 
1564.01 117334 172746 470633 679785 1.79987e+06 19428.6 1.57734e+06 745390 405619 1.65002e+06 119494 779947 1.23427e+06 2584.24 1.15978e+06 868113 64875.2 1.41227e+06 550628 369811 
1564.06 131060 181483 433216 716668 1.71551e+06 45833.5 1.6278e+06 602526 548116 1.62306e+06 37868.7 1.00323e+06 1.05164e+06 24319 1.35095e+06 584675 245234 1.44578e+06 247585 708800 
1564.12 146493 190920 397807 753621 1.62683e+06 82965.8 1.66058e+06 466643 698854 1.55406e+06 1620.74 1.21e+06 837872 128406 1.46374e+06 323644 510898 1.34274e+06 51332.2 1.05178e+06 
1564.17 163859 201122 364359 790616 1.53464e+06 130313 1.67505e+06 341950 851525 1.44676e+06 13168.8 1.38387e+06 613453 303222 1.48371e+06 123801 817449 1.12277e+06 3195.5 1.31838e+06 
1564.23 183412 212160 332820 827632 1.43974e+06 187231 1.67105e+06 232286 999776 1.30692e+06 71747.9 1.5111e+06 399849 529280 1.4084e+06 14798.4 1.11369e+06 827593 113309 1.44621e+06 
1564.28 205443 224113 303136 864659 1.34292e+06 252957 1.64877e+06 141001 1.13748e+06 1.14196e+06 173478 1.58171e+06 217443 781423 1.24762e+06 12792 1.35023e+06 513112 358538 1.40542e+06 
1564.34 230282 237068 275251 901696 1.24499e+06 326624 1.60886e+06 70867.1 1.25897e+06 960581 311642 1.59023e+06 83600.4 1.03165e+06 1.02213e+06 118084 1.48769e+06 238807 687400 1.20568e+06 
1564.39 258306 251121 249106 938749 1.14671e+06 407277 1.5523e+06 24000 1.35931e+06 772291 477143 1.53611e+06 11039.8 1.25222e+06 760981 315120 1.50327e+06 56502.1 1.03092e+06 893794 
1564.45 289946 266377 224642 975839 1.04884e+06 493885 1.48044e+06 1804.04 1.43445e+06 586919 659119 1.42374e+06 6642.07 1.41877e+06 497733 574831 1.39448e+06 606.06 1.31712e+06 542755 
1564.5 325692 282955 201798 1.01299e+06 952119 585364 1.39494e+06 4940.3 1.48141e+06 414095 845667 1.26209e+06 70826.6 1.51294e+06 266154 858952 1.17955e+06 81662.5 1.48612e+06 234619 
1564.56 366105 300982 180515 1.05024e+06 857238 680585 1.29774e+06 33317.6 1.49838e+06 262760 1.02463e+06 1.06398e+06 197539 1.52443e+06 95899.9 1.12568e+06 894289 284415 1.50263e+06 41349.9 
1564.61 411826 320605 160732 1.08765e+06 764862 778400 1.19098e+06 86105.2 1.4848e+06 140710 1.1844e+06 845040 374850 1.45209e+06 8739.95 1.33586e+06 586163 570730 1.36333e+06 8049.01 
1564.67 463587 341981 142388 1.12525e+06 675615 877650 1.077e+06 161768 1.44133e+06 54204.9 1.31465e+06 622478 586103 1.30404e+06 15802.4 1.45867e+06 306344 886818 1.09744e+06 142488 
1564.72 522227 365288 125424 1.16313e+06 590082 977185 958247 258122 1.36987e+06 7665.49 1.40702e+06 413735 811498 1.09668e+06 116192 1.47622e+06 101245 1.17336e+06 760614 413363 
1564.78 588705 390723 109782 1.20136e+06 508802 1.07588e+06 837250 372405 1.27342e+06 3460.82 1.45563e+06 235123 1.02996e+06 852920 297144 1.38603e+06 4843.19 1.37667e+06 423240 757645 
1564.83 664121 418503 95405.4 1.24003e+06 432270 1.17264e+06 716543 501368 1.15597e+06 41806.1 1.45747e+06 100556 1.22113e+06 599604 535682 1.20145e+06 33092.1 1.45873e+06 155740 1.0953e+06 
1564.89 749737 448872 82238.7 1.27924e+06 360936 1.26642e+06 598628 641373 1.02233e+06 120770 1.41254e+06 20489.6 1.36725e+06 364564 801570 949589 181331 1.40427e+06 13895.5 1.34791e+06 
1564.94 846998 482100 70228.7 1.31909e+06 295203 1.35625e+06 485918 788503 877905 236390 1.32386e+06 1129.16 1.45479e+06 173570 1.06117e+06 667345 425108 1.22361e+06 27258 1.4569e+06 
1565 957566 518489 59324.3 1.35972e+06 235426 1.44121e+06 380696 938679 728522 382889 1.19722e+06 43973.3 1.47574e+06 47520 1.2817e+06 395995 724256 950644 193056 1.39709e+06 
1565 957566 518489 59324.3 1.35972e+06 235426 1.44121e+06 380696 938679 728522 382889 1.19722e+06 43973.3 1.47574e+06 47520 1.2817e+06 395995 724256 950644 193056 1.39709e+06 
1565.06 1.06919e+06 553121 50035.4 1.39275e+06 185194 1.50848e+06 291003 1.07158e+06 588975 536412 1.04871e+06 135062 1.42639e+06 862.998 1.41737e+06 188485 999674 656064 448273 1.19354e+06 
