# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Strain_11
# 3 Strain_22
# 4 Strain_33
# 5 Strain_12
# 6 Strain_23
# 7 Strain_13
# 8 Stress_11
# 9 Stress_22
# 10 Stress_33
# 11 Stress_12
# 12 Stress_23
# 13 Stress_13
# 14 Displacement_x
# 15 Displacement_y
# 16 Displacement_z
# x Strain_11 Strain_22 Strain_33 Strain_12 Strain_23 Strain_13 Stress_11 Stress_22 Stress_33 Stress_12 Stress_23 Stress_13 Displacement_x Displacement_y Displacement_z 
1447.95 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67145e-19 0 0 
1448.35 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67219e-19 0 0 
1448.75 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67292e-19 0 0 
1449.14 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67365e-19 0 0 
1449.53 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67437e-19 0 0 
1449.92 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67509e-19 0 0 
1450.31 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.6758e-19 0 0 
1450.69 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67651e-19 0 0 
1451.07 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67721e-19 0 0 
1451.45 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67791e-19 0 0 
1451.83 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.6786e-19 0 0 
1452.2 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67929e-19 0 0 
1452.57 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.67998e-19 0 0 
1452.94 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68066e-19 0 0 
1453.31 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68133e-19 0 0 
1453.67 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.682e-19 0 0 
1454.03 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68267e-19 0 0 
1454.39 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68333e-19 0 0 
1454.75 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68399e-19 0 0 
1455.1 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68464e-19 0 0 
1455.45 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68529e-19 0 0 
1455.8 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68594e-19 0 0 
1456.15 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68658e-19 0 0 
1456.5 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68721e-19 0 0 
1456.84 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68785e-19 0 0 
1457.18 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68847e-19 0 0 
1457.52 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.6891e-19 0 0 
1457.85 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.68972e-19 0 0 
1458.19 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69033e-19 0 0 
1458.52 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69094e-19 0 0 
1458.85 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69155e-19 0 0 
1459.17 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69215e-19 0 0 
1459.5 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69275e-19 0 0 
1459.82 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69335e-19 0 0 
1460.14 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69394e-19 0 0 
1460.46 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69453e-19 0 0 
1460.78 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69511e-19 0 0 
1461.09 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69569e-19 0 0 
1461.4 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69627e-19 0 0 
1461.71 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69684e-19 0 0 
1462.02 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69741e-19 0 0 
1462.33 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69797e-19 0 0 
1462.63 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69854e-19 0 0 
1462.93 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69909e-19 0 0 
1463.23 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.69965e-19 0 0 
1463.53 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7002e-19 0 0 
1463.83 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70074e-19 0 0 
1464.12 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70128e-19 0 0 
1464.41 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70182e-19 0 0 
1464.7 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70236e-19 0 0 
1464.99 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70289e-19 0 0 
1465.28 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70342e-19 0 0 
1465.56 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70394e-19 0 0 
1465.85 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70447e-19 0 0 
1466.13 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70498e-19 0 0 
1466.41 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7055e-19 0 0 
1466.68 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70601e-19 0 0 
1466.96 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70652e-19 0 0 
1467.23 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70702e-19 0 0 
1467.5 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70752e-19 0 0 
1467.77 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70802e-19 0 0 
1468.04 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70852e-19 0 0 
1468.31 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70901e-19 0 0 
1468.57 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7095e-19 0 0 
1468.84 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.70998e-19 0 0 
1469.1 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71046e-19 0 0 
1469.36 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71094e-19 0 0 
1469.61 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71142e-19 0 0 
1469.87 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71189e-19 0 0 
1470.12 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71236e-19 0 0 
1470.38 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71282e-19 0 0 
1470.63 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71328e-19 0 0 
1470.88 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71374e-19 0 0 
1471.12 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7142e-19 0 0 
1471.37 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71465e-19 0 0 
1471.61 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71511e-19 0 0 
1471.86 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71555e-19 0 0 
1472.1 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.716e-19 0 0 
1472.34 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71644e-19 0 0 
1472.57 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71688e-19 0 0 
1472.81 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71731e-19 0 0 
1473.05 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71775e-19 0 0 
1473.28 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71818e-19 0 0 
1473.51 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7186e-19 0 0 
1473.74 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71903e-19 0 0 
1473.97 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71945e-19 0 0 
1474.2 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.71987e-19 0 0 
1474.42 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72029e-19 0 0 
1474.65 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7207e-19 0 0 
1474.87 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72111e-19 0 0 
1475.09 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72152e-19 0 0 
1475.31 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72192e-19 0 0 
1475.53 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72233e-19 0 0 
1475.74 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72273e-19 0 0 
1475.96 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72312e-19 0 0 
1476.17 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72352e-19 0 0 
1476.39 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72391e-19 0 0 
1476.6 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7243e-19 0 0 
1476.81 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72469e-19 0 0 
1477.01 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72507e-19 0 0 
1477.22 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72545e-19 0 0 
1477.43 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72583e-19 0 0 
1477.63 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72621e-19 0 0 
1477.83 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72658e-19 0 0 
1478.04 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72695e-19 0 0 
1478.24 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72732e-19 0 0 
1478.43 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72769e-19 0 0 
1478.63 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72805e-19 0 0 
1478.83 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72842e-19 0 0 
1479.02 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72878e-19 0 0 
1479.22 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72913e-19 0 0 
1479.41 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72949e-19 0 0 
1479.6 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.72984e-19 0 0 
1479.79 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73019e-19 0 0 
1479.98 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73054e-19 0 0 
1480.17 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73088e-19 0 0 
1480.35 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73123e-19 0 0 
1480.54 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73157e-19 0 0 
1480.72 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73191e-19 0 0 
1480.9 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73224e-19 0 0 
1481.08 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73258e-19 0 0 
1481.26 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73291e-19 0 0 
1481.44 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73324e-19 0 0 
1481.62 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73357e-19 0 0 
1481.8 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73389e-19 0 0 
1481.97 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73422e-19 0 0 
1482.15 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73454e-19 0 0 
1482.32 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73486e-19 0 0 
1482.49 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73517e-19 0 0 
1482.66 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73549e-19 0 0 
1482.83 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7358e-19 0 0 
1483 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73611e-19 0 0 
1483.17 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73642e-19 0 0 
1483.33 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73673e-19 0 0 
1483.5 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73703e-19 0 0 
1483.66 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73734e-19 0 0 
1483.82 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73764e-19 0 0 
1483.99 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73793e-19 0 0 
1484.15 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73823e-19 0 0 
1484.31 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73853e-19 0 0 
1484.47 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73882e-19 0 0 
1484.62 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73911e-19 0 0 
1484.78 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7394e-19 0 0 
1484.94 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73969e-19 0 0 
1485.09 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.73997e-19 0 0 
1485.24 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74025e-19 0 0 
1485.4 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74054e-19 0 0 
1485.55 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74081e-19 0 0 
1485.7 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74109e-19 0 0 
1485.85 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74137e-19 0 0 
1486 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74164e-19 0 0 
1486.14 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74191e-19 0 0 
1486.29 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74218e-19 0 0 
1486.44 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74245e-19 0 0 
1486.58 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74272e-19 0 0 
1486.72 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74298e-19 0 0 
1486.87 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74325e-19 0 0 
1487.01 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74351e-19 0 0 
1487.15 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74377e-19 0 0 
1487.29 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74403e-19 0 0 
1487.43 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74428e-19 0 0 
1487.57 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74454e-19 0 0 
1487.7 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74479e-19 0 0 
1487.84 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74504e-19 0 0 
1487.97 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74529e-19 0 0 
1488.11 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74554e-19 0 0 
1488.24 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74579e-19 0 0 
1488.38 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74603e-19 0 0 
1488.51 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74627e-19 0 0 
1488.64 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74652e-19 0 0 
1488.77 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74676e-19 0 0 
1488.9 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74699e-19 0 0 
1489.03 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74723e-19 0 0 
1489.15 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74747e-19 0 0 
1489.28 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7477e-19 0 0 
1489.41 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74793e-19 0 0 
1489.53 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74816e-19 0 0 
1489.65 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74839e-19 0 0 
1489.78 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74862e-19 0 0 
1489.9 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74884e-19 0 0 
1490.02 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74907e-19 0 0 
1490.14 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74929e-19 0 0 
1490.26 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74951e-19 0 0 
1490.38 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74973e-19 0 0 
1490.5 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.74995e-19 0 0 
1490.62 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.75017e-19 0 0 
1490.74 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.75039e-19 0 0 
1490.85 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.7506e-19 0 0 
1490.97 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.75081e-19 0 0 
1491.08 1.84499e-13 0 0 0 0 0 7.35411e-11 1.91879e-11 1.91879e-11 0 1.31094e-27 0 2.75102e-19 0 0 
