# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 ProbabilityDensity_4
# 7 ProbabilityDensity_5
# 8 ProbabilityDensity_6
# 9 ProbabilityDensity_7
# 10 ProbabilityDensity_8
# 11 ProbabilityDensity_9
# 12 ProbabilityDensity_10
# 13 ProbabilityDensity_11
# 14 ProbabilityDensity_12
# 15 ProbabilityDensity_13
# 16 ProbabilityDensity_14
# 17 ProbabilityDensity_15
# 18 ProbabilityDensity_16
# 19 ProbabilityDensity_17
# 20 ProbabilityDensity_18
# 21 ProbabilityDensity_19
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 ProbabilityDensity_4 ProbabilityDensity_5 ProbabilityDensity_6 ProbabilityDensity_7 ProbabilityDensity_8 ProbabilityDensity_9 ProbabilityDensity_10 ProbabilityDensity_11 ProbabilityDensity_12 ProbabilityDensity_13 ProbabilityDensity_14 ProbabilityDensity_15 ProbabilityDensity_16 ProbabilityDensity_17 ProbabilityDensity_18 ProbabilityDensity_19 
1559 1.52456e-24 1.52471e-24 1.0711e-13 1.0711e-13 3.49624e-19 3.49485e-19 7.80135e-12 7.80135e-12 4.44236e-10 4.44236e-10 2.80916e-15 2.80891e-15 3.67198e-13 3.67198e-13 1.09748e-12 1.09748e-12 2.09781e-10 2.09781e-10 3.79569e-11 3.79569e-11 
1559.06 2.90461e-11 2.90462e-11 0.0108625 0.0108625 6.62376e-06 6.62376e-06 0.793177 0.793177 45.1665 45.1665 0.0530626 0.0530626 0.0821801 0.0821801 20.6858 20.6858 47.8307 47.8307 714.271 714.271 
1559.11 1.21152e-10 1.21152e-10 0.0435677 0.0435677 2.71715e-05 2.71714e-05 3.1774 3.1774 180.919 180.919 0.215807 0.215807 0.332108 0.332108 83.5671 83.5671 192.293 192.293 2871.6 2871.6 
1559.17 2.92021e-10 2.92021e-10 0.0984686 0.0984686 6.37309e-05 6.37307e-05 7.16672 7.16672 408.015 408.015 0.499059 0.499059 0.760101 0.760101 191.115 191.115 436.286 436.286 6514.73 6514.73 
1559.22 5.70669e-10 5.70669e-10 0.176155 0.176155 0.000119992 0.000119992 12.7844 12.7844 727.71 727.71 0.921471 0.921471 1.38395 1.38395 347.486 347.486 784.665 784.665 11713.4 11713.4 
1559.28 1.00423e-09 1.00423e-09 0.277458 0.277458 0.000201596 0.000201595 20.063 20.063 1141.75 1141.75 1.51057 1.51057 2.22993 2.22993 558.614 558.614 1244.32 1244.32 18563.6 18563.6 
1559.33 1.66573e-09 1.66573e-09 0.403456 0.403456 0.000316665 0.000316664 29.0443 29.0443 1652.39 1652.39 2.30432 2.30432 3.33433 3.33433 832.36 832.36 1824.3 1824.3 27186.8 27186.8 
1559.39 2.66616e-09 2.66616e-09 0.555482 0.555482 0.000476577 0.000476576 39.7793 39.7793 2262.36 2262.36 3.35334 3.35334 4.74559 4.74559 1178.72 1178.72 2536.06 2536.06 37729.7 37729.7 
1559.44 4.1727e-09 4.1727e-09 0.735139 0.735139 0.000697032 0.000697031 52.3284 52.3284 2974.9 2974.9 4.72377 4.72377 6.5271 6.5271 1610.11 1610.11 3393.66 3393.66 50364 50364 
1559.5 6.4361e-09 6.4361e-09 0.944307 0.944307 0.000999524 0.000999523 66.7615 66.7615 3793.76 3793.76 6.50108 6.50107 8.76089 8.76089 2141.65 2141.65 4414.14 4414.14 65286 65286 
1559.55 9.83158e-09 9.83158e-09 1.18517 1.18517 0.00141334 0.00141334 83.1584 83.1584 4723.19 4723.19 8.79485 8.79485 11.5523 11.5523 2791.62 2791.62 5617.84 5617.84 82716.5 82716.5 
