# This file was generated by TiberCAD (GraceIO.C)
# Stores 1D nodal data in format suitable for Grace
# x	spontaneous_power_density_Px[W/eV]	spontaneous_power_density_Py[W/eV]	spontaneous_power_density_Pz[W/eV]	stimulated_power_density_Px[W/eV]	stimulated_power_density_Py[W/eV]	stimulated_power_density_Pz[W/eV]	gain_Px[]	gain_Py[]	gain_Pz[]
1.2	1.140933162e-108	1.140933162e-108	0	-2.229549618e-13	-2.229549618e-13	0	-0.0002099447085	-0.0002099447085	0	
1.203	1.142792083e-108	1.142792083e-108	0	-2.231401242e-13	-2.231401242e-13	0	-0.000210119128	-0.000210119128	0	
1.206	1.144655551e-108	1.144655551e-108	0	-2.233255172e-13	-2.233255172e-13	0	-0.000210293765	-0.000210293765	0	
1.209	1.146523582e-108	1.146523582e-108	0	-2.235111415e-13	-2.235111415e-13	0	-0.0002104686199	-0.0002104686199	0	
1.212	1.148396188e-108	1.148396188e-108	0	-2.236969973e-13	-2.236969973e-13	0	-0.0002106436929	-0.0002106436929	0	
1.215	1.150273387e-108	1.150273387e-108	0	-2.238830851e-13	-2.238830851e-13	0	-0.0002108189845	-0.0002108189845	0	
1.218	1.152155192e-108	1.152155192e-108	0	-2.240694052e-13	-2.240694052e-13	0	-0.0002109944951	-0.0002109944951	0	
1.221	1.154041618e-108	1.154041618e-108	0	-2.242559581e-13	-2.242559581e-13	0	-0.0002111702249	-0.0002111702249	0	
1.224	1.155932682e-108	1.155932682e-108	0	-2.24442744e-13	-2.24442744e-13	0	-0.0002113461744	-0.0002113461744	0	
1.227	1.157828398e-108	1.157828398e-108	0	-2.246297634e-13	-2.246297634e-13	0	-0.0002115223439	-0.0002115223439	0	
1.23	1.159728781e-108	1.159728781e-108	0	-2.248170167e-13	-2.248170167e-13	0	-0.0002116987339	-0.0002116987339	0	
1.233	1.161633846e-108	1.161633846e-108	0	-2.250045043e-13	-2.250045043e-13	0	-0.0002118753445	-0.0002118753445	0	
1.236	1.16354361e-108	1.16354361e-108	0	-2.251922266e-13	-2.251922266e-13	0	-0.0002120521764	-0.0002120521764	0	
1.239	1.165458087e-108	1.165458087e-108	0	-2.253801839e-13	-2.253801839e-13	0	-0.0002122292297	-0.0002122292297	0	
1.242	1.167377293e-108	1.167377293e-108	0	-2.255683766e-13	-2.255683766e-13	0	-0.0002124065049	-0.0002124065049	0	
1.245	1.169301244e-108	1.169301244e-108	0	-2.257568052e-13	-2.257568052e-13	0	-0.0002125840023	-0.0002125840023	0	
1.248	1.171229956e-108	1.171229956e-108	0	-2.259454701e-13	-2.259454701e-13	0	-0.0002127617223	-0.0002127617223	0	
1.251	1.173163443e-108	1.173163443e-108	0	-2.261343715e-13	-2.261343715e-13	0	-0.0002129396653	-0.0002129396653	0	
1.254	1.175101722e-108	1.175101722e-108	0	-2.2632351e-13	-2.2632351e-13	0	-0.0002131178317	-0.0002131178317	0	
1.257	1.177044809e-108	1.177044809e-108	0	-2.26512886e-13	-2.26512886e-13	0	-0.0002132962218	-0.0002132962218	0	
1.26	1.178992719e-108	1.178992719e-108	0	-2.267024997e-13	-2.267024997e-13	0	-0.0002134748361	-0.0002134748361	0	
