# This file was generated by TiberCAD (GraceIO.C)
# Stores 1D nodal data in format suitable for Grace
# x	spontaneous_power_density_Px[W/eV]	spontaneous_power_density_Py[W/eV]	spontaneous_power_density_Pz[W/eV]	stimulated_power_density_Px[W/eV]	stimulated_power_density_Py[W/eV]	stimulated_power_density_Pz[W/eV]	gain_Px[]	gain_Py[]	gain_Pz[]
1.2	1.080833545e-108	1.080833545e-108	0	-2.219179422e-13	-2.219179422e-13	0	-0.0002005958108	-0.0002005958108	0	
1.203	1.082595457e-108	1.082595457e-108	0	-2.220992524e-13	-2.220992524e-13	0	-0.0002007600386	-0.0002007600386	0	
1.206	1.084361681e-108	1.084361681e-108	0	-2.222807851e-13	-2.222807851e-13	0	-0.0002009244683	-0.0002009244683	0	
1.209	1.086132231e-108	1.086132231e-108	0	-2.224625406e-13	-2.224625406e-13	0	-0.0002010891003	-0.0002010891003	0	
1.212	1.08790712e-108	1.08790712e-108	0	-2.226445194e-13	-2.226445194e-13	0	-0.0002012539349	-0.0002012539349	0	
1.215	1.089686364e-108	1.089686364e-108	0	-2.228267217e-13	-2.228267217e-13	0	-0.0002014189724	-0.0002014189724	0	
1.218	1.091469977e-108	1.091469977e-108	0	-2.230091479e-13	-2.230091479e-13	0	-0.0002015842131	-0.0002015842131	0	
1.221	1.093257972e-108	1.093257972e-108	0	-2.231917984e-13	-2.231917984e-13	0	-0.0002017496575	-0.0002017496575	0	
1.224	1.095050364e-108	1.095050364e-108	0	-2.233746736e-13	-2.233746736e-13	0	-0.0002019153057	-0.0002019153057	0	
1.227	1.096847168e-108	1.096847168e-108	0	-2.235577738e-13	-2.235577738e-13	0	-0.0002020811582	-0.0002020811582	0	
1.23	1.098648397e-108	1.098648397e-108	0	-2.237410994e-13	-2.237410994e-13	0	-0.0002022472154	-0.0002022472154	0	
1.233	1.100454068e-108	1.100454068e-108	0	-2.239246508e-13	-2.239246508e-13	0	-0.0002024134774	-0.0002024134774	0	
1.236	1.102264193e-108	1.102264193e-108	0	-2.241084284e-13	-2.241084284e-13	0	-0.0002025799447	-0.0002025799447	0	
1.239	1.104078789e-108	1.104078789e-108	0	-2.242924324e-13	-2.242924324e-13	0	-0.0002027466176	-0.0002027466176	0	
1.242	1.105897869e-108	1.105897869e-108	0	-2.244766634e-13	-2.244766634e-13	0	-0.0002029134965	-0.0002029134965	0	
1.245	1.107721448e-108	1.107721448e-108	0	-2.246611216e-13	-2.246611216e-13	0	-0.0002030805816	-0.0002030805816	0	
1.248	1.109549542e-108	1.109549542e-108	0	-2.248458075e-13	-2.248458075e-13	0	-0.0002032478734	-0.0002032478734	0	
1.251	1.111382165e-108	1.111382165e-108	0	-2.250307214e-13	-2.250307214e-13	0	-0.0002034153721	-0.0002034153721	0	
1.254	1.113219332e-108	1.113219332e-108	0	-2.252158636e-13	-2.252158636e-13	0	-0.0002035830782	-0.0002035830782	0	
1.257	1.115061058e-108	1.115061058e-108	0	-2.254012347e-13	-2.254012347e-13	0	-0.0002037509919	-0.0002037509919	0	
1.26	1.116907358e-108	1.116907358e-108	0	-2.255868348e-13	-2.255868348e-13	0	-0.0002039191136	-0.0002039191136	0	
1.263	1.118758248e-108	1.118758248e-108	0	-2.257726645e-13	-2.257726645e-13	0	-0.0002040874436	-0.0002040874436	0	
1.266	1.120613742e-108	1.120613742e-108	0	-2.259587241e-13	-2.259587241e-13	0	-0.0002042559823	-0.0002042559823	0	
1.269	1.122473857e-108	1.122473857e-108	0	-2.26145014e-13	-2.26145014e-13	0	-0.00020442473	-0.00020442473	0	
1.272	1.124338606e-108	1.124338606e-108	0	-2.263315346e-13	-2.263315346e-13	0	-0.0002045936871	-0.0002045936871	0	
1.275	1.126208006e-108	1.126208006e-108	0	-2.265182861e-13	-2.265182861e-13	0	-0.000204762854	-0.000204762854	0	
1.278	1.128082073e-108	1.128082073e-108	0	-2.267052692e-13	-2.267052692e-13	0	-0.0002049322309	-0.0002049322309	0	
1.281	1.129960821e-108	1.129960821e-108	0	-2.26892484e-13	-2.26892484e-13	0	-0.0002051018182	-0.0002051018182	0	
1.284	1.131844267e-108	1.131844267e-108	0	-2.27079931e-13	-2.27079931e-13	0	-0.0002052716163	-0.0002052716163	0	
1.287	1.133732425e-108	1.133732425e-108	0	-2.272676106e-13	-2.272676106e-13	0	-0.0002054416255	-0.0002054416255	0	
1.29	1.135625312e-108	1.135625312e-108	0	-2.274555231e-13	-2.274555231e-13	0	-0.0002056118461	-0.0002056118461	0	
1.293	1.137522944e-108	1.137522944e-108	0	-2.27643669e-13	-2.27643669e-13	0	-0.0002057822786	-0.0002057822786	0	
1.296	1.139425336e-108	1.139425336e-108	0	-2.278320486e-13	-2.278320486e-13	0	-0.0002059529233	-0.0002059529233	0	
1.299	1.141332505e-108	1.141332505e-108	0	-2.280206624e-13	-2.280206624e-13	0	-0.0002061237804	-0.0002061237804	0	
1.302	1.143244465e-108	1.143244465e-108	0	-2.282095106e-13	-2.282095106e-13	0	-0.0002062948505	-0.0002062948505	0	
1.305	1.145161235e-108	1.145161235e-108	0	-2.283985938e-13	-2.283985938e-13	0	-0.0002064661337	-0.0002064661337	0	
1.308	1.147082828e-108	1.147082828e-108	0	-2.285879122e-13	-2.285879122e-13	0	-0.0002066376306	-0.0002066376306	0	
1.311	1.149009263e-108	1.149009263e-108	0	-2.287774663e-13	-2.287774663e-13	0	-0.0002068093414	-0.0002068093414	0	
1.314	1.150940555e-108	1.150940555e-108	0	-2.289672565e-13	-2.289672565e-13	0	-0.0002069812665	-0.0002069812665	0	
1.317	1.152876719e-108	1.152876719e-108	0	-2.291572832e-13	-2.291572832e-13	0	-0.0002071534062	-0.0002071534062	0	
1.32	1.154817774e-108	1.154817774e-108	0	-2.293475467e-13	-2.293475467e-13	0	-0.000207325761	-0.000207325761	0	
1.323	1.156763735e-108	1.156763735e-108	0	-2.295380475e-13	-2.295380475e-13	0	-0.0002074983311	-0.0002074983311	0	
1.326	1.158714619e-108	1.158714619e-108	0	-2.297287859e-13	-2.297287859e-13	0	-0.000207671117	-0.000207671117	0	
1.329	1.160670442e-108	1.160670442e-108	0	-2.299197623e-13	-2.299197623e-13	0	-0.0002078441189	-0.0002078441189	0	
1.332	1.162631221e-108	1.162631221e-108	0	-2.301109772e-13	-2.301109772e-13	0	-0.0002080173373	-0.0002080173373	0	
1.335	1.164596974e-108	1.164596974e-108	0	-2.303024309e-13	-2.303024309e-13	0	-0.0002081907725	-0.0002081907725	0	
1.338	1.166567715e-108	1.166567715e-108	0	-2.304941239e-13	-2.304941239e-13	0	-0.0002083644248	-0.0002083644248	0	
1.341	1.168543464e-108	1.168543464e-108	0	-2.306860565e-13	-2.306860565e-13	0	-0.0002085382947	-0.0002085382947	0	
1.344	1.170524236e-108	1.170524236e-108	0	-2.308782291e-13	-2.308782291e-13	0	-0.0002087123825	-0.0002087123825	0	
1.347	1.172510049e-108	1.172510049e-108	0	-2.310706422e-13	-2.310706422e-13	0	-0.0002088866886	-0.0002088866886	0	
1.35	1.174500919e-108	1.174500919e-108	0	-2.312632961e-13	-2.312632961e-13	0	-0.0002090612133	-0.0002090612133	0	
1.353	1.176496864e-108	1.176496864e-108	0	-2.314561912e-13	-2.314561912e-13	0	-0.000209235957	-0.000209235957	0	
1.356	1.178497902e-108	1.178497902e-108	0	-2.31649328e-13	-2.31649328e-13	0	-0.00020941092	-0.00020941092	0	
1.359	1.180504049e-108	1.180504049e-108	0	-2.318427068e-13	-2.318427068e-13	0	-0.0002095861028	-0.0002095861028	0	
1.362	1.182515323e-108	1.182515323e-108	0	-2.320363281e-13	-2.320363281e-13	0	-0.0002097615057	-0.0002097615057	0	
